epoch,train_loss_weighted,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,seconds
1,0.7355125704090082,0.999541764859911,0.9995420881052733,0.8077363497782822,0.9856459330143541,0.9583466404871493,9.045084971874738e-06,2034.5
2,0.7344768183689379,0.9997054202670856,0.9997055754204303,0.8088868752861167,0.9866532359607152,0.957315320721527,6.545084971874738e-06,1522.4
3,0.7340982585737007,0.9997854295772599,0.9997855548348092,0.8093333892755021,0.9858138168387476,0.9565287556591042,3.454915028125263e-06,1514.2
4,0.7336779011266648,0.9998654388874342,0.9998654925537479,0.8105505807247849,0.9854780491899605,0.9576573748208916,9.549150281252633e-07,2245.5
5,0.7334609815480666,0.9999090803293474,0.9999090969609242,0.8102604561745445,0.9858138168387476,0.95816092042612,0.0,1484.6
